ID,Class ID,Preferred Label,Synonyms,Definitions
TO:0000054,http://purl.obolibrary.org/obo/TO_0000054,animal damage response trait,pest resistance (related),"A biotic plant stress trait  which is the response to damage to a plant structure  caused by an animal (NCBITaxon:33208).|Animals include vertebrates and invertebrates such as insects, arachnids and nematodes."
TO:0000058,http://purl.obolibrary.org/obo/TO_0000058,herbicide sensitivity,herbicide tolerance (related)|weedicide tolerance (related),"A chemical stress sensitivity  which is the tolerance exhibited by a plant towards the applied herbicide.|It is expected that the herbicide application must not affect the agronomic yield, if any."
TO:0000381,http://purl.obolibrary.org/obo/TO_0000381,cracked grain percentage,fissured grain percentage (related)|CRKGRPCENT (related),The percentage of cracked dehulled grain with most of the size still intact.
TO:0000387,http://purl.obolibrary.org/obo/TO_0000387,plant trait,plant phenotype (related)|plant quality (related),"A measurable or observable characteristic of a cellular component , biological process  or molecular function  that is part of, or has participant a plant anatomical entity  and/or a plant structure development stage .|This includes physiological, molecular and biochemical traits as well."
TO:0000384,http://purl.obolibrary.org/obo/TO_0000384,nematode damage response trait,NDRS (related),An animal damage response trait  which is the response to damage to a plant structure  caused by a nematode (NCBITaxon:6231).
TO:0000380,http://purl.obolibrary.org/obo/TO_0000380,OBSOLETE planthopper,,OBSOLETE.
TO:0000382,http://purl.obolibrary.org/obo/TO_0000382,1000-grain weight,thousand seed weight (related)|TSDWT (related)|TGRWT (exact)|thousand grain weight (exact)|1000-grain weight (exact),"A grain weight  which is the weight of a sample of 1000 grains (caryopsis fruit; , with the caryopsis hull .|Thousand grain weights are measured in grams, on a precision balance, on 1000 well-developed whole grains (with the caryopsis hull; , dried to 13% moisture content."
TO:0000385,http://purl.obolibrary.org/obo/TO_0000385,milled grain color,MGRCL (related)|GRCL (related),"A grain color  trait which is the color of dehulled, milled grain (caryopsis fruit; .|Dehulled, milled grains have had the caryopsis hull  removed, as well as the pericarp , aleurone layer  and germ (plant embryo; .  Refers to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000389,http://purl.obolibrary.org/obo/TO_0000389,nuclear mediated male sterility,,"Shows mendelian inheritance, caused by genetic modifications or mutations in the nuclear genome."
TO:0000388,http://purl.obolibrary.org/obo/TO_0000388,forage yield,straw yield (related)|FRGYLD (related)|FY (related),Yield of forage matter upon harvest.
TO:0000383,http://purl.obolibrary.org/obo/TO_0000383,grain belly percent white,GRBPCENTWHT (related),Percentage opaque white area in the kernel belly.
TO:0000386,http://purl.obolibrary.org/obo/TO_0000386,rice ragged stunt virus resistance,RSVRS (related),"Causal agent: rice ragged stunt virus (RRSV). Symptoms: plants are stunted but remain dark green. Leaves are ragged and twisted. Vein swelling on leaf collar, leaf blades and leaf sheaths."
TO:0000422,http://purl.obolibrary.org/obo/TO_0000422,narrow brown leaf spot disease resistance,NBLS (related)|NBLFSPRS (related),Causal agent: Sphaerulina oryzina (Cercospora janseana).
TO:0000421,http://purl.obolibrary.org/obo/TO_0000421,pollen fertility,POFRT (related),
TO:0000420,http://purl.obolibrary.org/obo/TO_0000420,fertility related trait,,
TO:0000428,http://purl.obolibrary.org/obo/TO_0000428,callus induction,CAIND (related),
TO:0000427,http://purl.obolibrary.org/obo/TO_0000427,culm angle,CmA (related)|CULMAG (related),The angle of the culm with respect to the ground surface in a grass plant.
TO:0000423,http://purl.obolibrary.org/obo/TO_0000423,gall midge resistance,GMRS (related)|GM (related),"Causal agent: Orseolia oryzae. For the field test to be valid more than 60% of the plants should be affected with not less than 15% silver shoot in the susceptible check. Similarly, 60% of the plants in susceptible check should show silver shoots under green house tests. If any of the test entry in the field evaluation exhibits damage less than 10%, on plant basis, rate it on scale-0, since such a damage could be due to other reasons. Monitor at growth stage 2-5."
TO:0000424,http://purl.obolibrary.org/obo/TO_0000424,brown planthopper resistance,BPH (related)|BPHRS (related),Causal agent: Nilparvata lugens (also Nilaparvata lugens). Symptoms: partial to pronounced yellowing and increasing severity of stunting. Extreme signs are wilting to death of plants. Infested areas in the field may be patchy.
TO:0000429,http://purl.obolibrary.org/obo/TO_0000429,salt sensitivity,SALTSN (related)|Sal (related)|saline sensitivity (related),Plant sensitivity observed in response to different concentrations of salt in the growth medium.
TO:0000426,http://purl.obolibrary.org/obo/TO_0000426,stem internode color,INCL (related)|culm internode color (related)|CmlC (related),A stem internode morphology trait  which is the color of the stem internode .
TO:0000425,http://purl.obolibrary.org/obo/TO_0000425,anther culturability,anther culture response (related)|ANTCAB (related),
TO:0000236,http://purl.obolibrary.org/obo/TO_0000236,OBSOLETE crop damage resistance,crop damage resistance trait (exact),OBSOLETE
TO:0000239,http://purl.obolibrary.org/obo/TO_0000239,OBSOLETE plant genetic trait unknown,,OBSOLETE.
TO:0000237,http://purl.obolibrary.org/obo/TO_0000237,water stress trait,,Response by the plant in terms of sensitivity to water stress (quality and quantity of water).
TO:0000230,http://purl.obolibrary.org/obo/TO_0000230,crown rootless,CWRTMIN (related),Absence of crown roots in the plant.
TO:0000234,http://purl.obolibrary.org/obo/TO_0000234,radicleless,,The embryo of the germinating seed does not produce roots.
TO:0000231,http://purl.obolibrary.org/obo/TO_0000231,endospermless,ENDMIN (related),An endosperm morphology trait  which is the absence of endosperm  in the seed  or grain.|This is also an endosperm quality trait .
TO:0000238,http://purl.obolibrary.org/obo/TO_0000238,growth media composition sensitivity,edaphic (related),A chemical stress sensitivity  which is the response by the plant to a specific growth medium.
TO:0000233,http://purl.obolibrary.org/obo/TO_0000233,root volume,RTVOL (related),"A root morphology trait  which is the volume of a root .|Root volume is an indirect measure of root mass or density and can be quantified by water displacement method, in cubic centimeters."
TO:0000232,http://purl.obolibrary.org/obo/TO_0000232,rice cytoplasmic male sterility,CMS (related)|cytoplasmic male sterility (sensu Oryza) (exact),Caused by the interaction of cytoplasmic (mitochondrial) and nuclear genomes. The trait shows non-mendelian inheritance or maternal inheritance.
TO:0000235,http://purl.obolibrary.org/obo/TO_0000235,liguleless,LIGMIN (related),A ligule morphology trait  which is the absence of a ligule .|Refer to absent : A quality denoting the lack of an entity.
TO:0000064,http://purl.obolibrary.org/obo/TO_0000064,plant embryo morphology trait,,A whole plant morphology trait  which is a quality of a plant embryo .
TO:0000065,http://purl.obolibrary.org/obo/TO_0000065,root color,RTCL (related),A root morphology trait  which is the color of a root .
TO:0000066,http://purl.obolibrary.org/obo/TO_0000066,OBSOLETE spot disease,,OBSOLETE.
TO:0000068,http://purl.obolibrary.org/obo/TO_0000068,lodging incidence,Lg (related)|LOI (related),Measure of percentage of plants that lodged.
TO:0000069,http://purl.obolibrary.org/obo/TO_0000069,variegated leaf,albino leaf striping (related)|leaf stripes (related),A leaf color  trait where the leaf  has areas of green and non-green tissue.
TO:0000067,http://purl.obolibrary.org/obo/TO_0000067,genic male sterility-thermo sensitive,TGMS (related)|thermo sensitive genic male sterility (related),"Temperature sensitive male sterility, affected by environment."
TO:0000063,http://purl.obolibrary.org/obo/TO_0000063,mimic response,disease mimic response (related)|MIRP (related)|lesion mimic (related),
TO:0000060,http://purl.obolibrary.org/obo/TO_0000060,aborted uni-nucleate stage,UNUABR (related),Abortion at uni-nucleate stage of microspore development.|An example is CMS-WA in rice.
TO:0000061,http://purl.obolibrary.org/obo/TO_0000061,node shattering,brittle node (related),
TO:0000062,http://purl.obolibrary.org/obo/TO_0000062,phenol reaction,,
TO:0000149,http://purl.obolibrary.org/obo/TO_0000149,seed width,SDWD (related)|plump seed (related),A seed morphology trait  which is the width of a seed .|Seed width is measured in millimeters as the distance across the seed and is a component of the seed size  and can be a component of seed quality . Refers to : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0000142,http://purl.obolibrary.org/obo/TO_0000142,secondary branching of inflorescence,secondary branching of panicle (related)|PnBr (related)|SBR (related)|panicle secondary branching (related),An inflorescence branching  trait which is the extent of secondary branching that usually determines the shape and compactness of the inflorescence   (such as in rice panicle).
TO:0000148,http://purl.obolibrary.org/obo/TO_0000148,viral disease response,,A microbial disease response  trait which is the response to damage to a plant structure  caused by an infection by a virus (NCBITaxon:10239).|It represents the damage done by the diease and/or the viral pathogen to the plant. The damage is a direct measure of resistance to the particular viral strain causing the diease.
TO:0000147,http://purl.obolibrary.org/obo/TO_0000147,rice hoja blanca disease resistance,RHBV (related)|HBVRS (related),"Causal agent: rice hoja blanca virus (RHBV). Symptoms: cream colored to yellow spots, elongating and coalescing to form longitudinal yellowish green to pale green striations. Streaks may coalesce to cover the whole leaf. Brown and sterile glumes with typical ""parrot beak"" shape of deformation."
TO:0000143,http://purl.obolibrary.org/obo/TO_0000143,relative biomass,relative biomass yield (related)|RELBIOM (related)|RB (related),Relative yield was calculated as the ratio of biomass in stress to that of control.
TO:0000141,http://purl.obolibrary.org/obo/TO_0000141,awn color,AWNCL (related),"An awn morphology trait  which is a color of the awn .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0000140,http://purl.obolibrary.org/obo/TO_0000140,lemma apiculus color,APICL (related)|ApC (related),A cardinal organ part morphology trait  which is the color of a lemma apiculus .
TO:0000146,http://purl.obolibrary.org/obo/TO_0000146,seed length,SDLG (related),A seed morphology trait  which is the length of a seed .|Seed length is a component of seed size  and has a component of seed quality . Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000144,http://purl.obolibrary.org/obo/TO_0000144,milled rice yield,MR (related)|milled rice ratio (related),A grain yield trait  which is the proportion of kernels remaining after milling to remove the bran.|Milling is part of rice processing where the caryopsis hull  and bran is removed. Milled rice consists of the broken kernels as well as the head rice (whole or 3/4 of original length or longer) milled kernels.
TO:0000145,http://purl.obolibrary.org/obo/TO_0000145,shoot axis internode length,INLG (related),A shoot axis internode morphology trait  which is the length of a shoot axis internode .
TO:0000398,http://purl.obolibrary.org/obo/TO_0000398,whole plant morphology trait,,A plant structure morphology trait  which is a quality of a whole plant .
TO:0000391,http://purl.obolibrary.org/obo/TO_0000391,seed size,,A seed morphology trait  which is the size of a seed .|Seed size is determined by the ratio of the seed length to seed width and is a component of seed quality .  Seed size may be a qualitative measure or may be organized into categories ranging from small to medium to large.  Refers to size : A morphology quality  inhering in a bearer by virtue of the bearer's physical magnitude.
TO:0000397,http://purl.obolibrary.org/obo/TO_0000397,grain size,GRSZ (exact),A caryopsis fruit morphology trait  which is the size of the grain (caryopsis fruit; .|Refer to size : A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude. Size categories ranging from small to medium to large.
TO:0000396,http://purl.obolibrary.org/obo/TO_0000396,grain yield trait,GRYLD (related)|Yld (related)|caryopsis yield (exact),"A fruit yield trait  that is the amount of grain.|In rice, the grain yield is often measured in kilograms per hectare at 14 percent moisture, if the experiment was done on a field trial."
TO:0000394,http://purl.obolibrary.org/obo/TO_0000394,drought related trait,dessication related trait (related),"Response by the plant in terms of sensitivity to sufficiently prolonged water deficit/scarcity or scanty water content in the soil or growth medium, that can cause damage to the plant."
TO:0000390,http://purl.obolibrary.org/obo/TO_0000390,grain core percent white,GRCPCENTWHT (related),Percentage opaque white area in the kernel core.
TO:0000393,http://purl.obolibrary.org/obo/TO_0000393,OBSOLETE yield and yield component,,OBSOLETE.
TO:0000399,http://purl.obolibrary.org/obo/TO_0000399,grain thickness,GRTH (related),A grain quality trait  which is the thickness of a dehulled grain with a pericarp .
TO:0000392,http://purl.obolibrary.org/obo/TO_0000392,sterility or fertility trait,,"A plant trait  which is a measure of either the fertility or sterility, contributed by nonfunctional male and or female plant parts or their incompatible interaction. This also includes traits on seed setting behavior in the fruit (caryopsis) of a grass plant that can be assayed in terms of spikelet sterility or fertility."
TO:0000395,http://purl.obolibrary.org/obo/TO_0000395,TO_0000395,,
TO:1000063,http://purl.obolibrary.org/obo/TO_1000063,shoot system magnesium content,shoot Mg content (related),A magnesium content trait  which is the magnesium cation  composition in a shoot system .
TO:1000061,http://purl.obolibrary.org/obo/TO_1000061,shoot system iodine content,shoot I content (related),An iodine content trait  which is the iodine cation  in a shoot system .
TO:1000060,http://purl.obolibrary.org/obo/TO_1000060,shoot system iron content,shoot Fe content (related),An iron content trait  which is the iron cation  composition in a shoot system .
TO:1000069,http://purl.obolibrary.org/obo/TO_1000069,shoot system sulfur content,shoot S content (related),A sulfur content trait  which is the sulfur cation  composition in a shoot system .
TO:1000067,http://purl.obolibrary.org/obo/TO_1000067,shoot system lead content,shoot Pb content (related),A lead content trait  which is the lead cation  composition  in a shoot system .
TO:1000064,http://purl.obolibrary.org/obo/TO_1000064,shoot system manganese content,shoot Mn content (related),A manganese content trait  which is the manganese cation  composition in a shoot system .
TO:1000062,http://purl.obolibrary.org/obo/TO_1000062,shoot system lithium content,shoot Li content (related),A lithium content trait  which is the lithium cation  composition in a shoot system .
TO:1000068,http://purl.obolibrary.org/obo/TO_1000068,shoot system rubidium content,shoot Rb content (related),A rubidium content trait   which is the rubidium cation  composition in a shoot system .
TO:1000065,http://purl.obolibrary.org/obo/TO_1000065,shoot system molybdenum content,shoot Mo content (related),A molybdenum content trait  which is the  in a shoot system .
TO:1000066,http://purl.obolibrary.org/obo/TO_1000066,shoot system nickel content,shoot Ni content (related),A nickel content trait  which is the nickel cation  composition in a shoot system .
TO:0002759,http://purl.obolibrary.org/obo/TO_0002759,grain number trait,GRNB (related)|kernel number (related),"A fruit number trait  which is the number of grains (caryopsis fruit;  in an infructescence .|Refer to has number of : The number of parts of a particular type that the bearer entity has. This is a relational quality, and thus holds between two entities: the bearer of the quality, and the type of parts."
TO:0002758,http://purl.obolibrary.org/obo/TO_0002758,flag leaf lamina width,FLFLWD (exact)|flag leaf blade width (exact),"Actual measurements, in centimeters of the widest portion of the flag leaf lamina."
TO:0002757,http://purl.obolibrary.org/obo/TO_0002757,flag leaf length,FLFLG (exact),A flag leaf morphology trait  which is the length of the flag leaf .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0002752,http://purl.obolibrary.org/obo/TO_0002752,TO_0002752,,
TO:0002750,http://purl.obolibrary.org/obo/TO_0002750,ligule margin pubescence,LIGMPUBES (related)|ligule margin hairiness (exact),A ligule morphology trait  which isthe extent of pubescence (presence of hairs)  on the margin of a ligule .|Refer to pubescent hair : A pilosity quality of being covered with short hairs or soft down.
TO:0002754,http://purl.obolibrary.org/obo/TO_0002754,inflorescence axis texture,PNAXISTEX (related)|INFLOAXISTEX (related)|panicle axis texture (exact),"An inflorescence axis morphology trait  which is the texture of an inflorescence axis .|Refers to the texture : A morphologic quality inhering in a bearer by virtue of the bearer's relative size, organization and distribution of its surface elements or the representation or invention of the appearance of its surface; visual and tactile surface characteristics) of an inflorescence axis ."
TO:0002756,http://purl.obolibrary.org/obo/TO_0002756,shoot growth angle,stem habit (related)|culm habit (related)|CULMHAB (related)|STEMHAB (related)|growth habit (related),Estimated by the angle of inclination of the main shoot/stem against the soil/growth medium surface.
TO:0002753,http://purl.obolibrary.org/obo/TO_0002753,arrangement of inflorescence primary branch,primary branch arrangement (related)|PBRARANGE (related)|arrangement of primary branch (related),An inflorescence branch arrangement  trait which is the arrangement of primary branches in an inflorescence .
TO:0002755,http://purl.obolibrary.org/obo/TO_0002755,cell organelle development trait,,Trait(s) associated with phenotypes observed for abnormal development of cell organelle structure and its biogenesis.
TO:0002751,http://purl.obolibrary.org/obo/TO_0002751,inflorescence branch arrangement,INFLBRARANGE (related)|panicle branch arrangement (related),An inflorescence morphology trait  which is the arrangement of inflorescence branches .
TO:0002725,http://purl.obolibrary.org/obo/TO_0002725,life cycle habit,LIFECYCHAB (related),"Determined for type of life cycle being annual, biannual, perennial etc."
TO:0002729,http://purl.obolibrary.org/obo/TO_0002729,fruit senescing quality trait,,Traits associated with the fruit abscission zone.
TO:0002728,http://purl.obolibrary.org/obo/TO_0002728,fruit quality trait,,"A plant quality trait  which is the commercial and /or economical value of a fruit  , or its overall improvement."
TO:0002727,http://purl.obolibrary.org/obo/TO_0002727,sterile lemma width,STLEMWD (related),A lemma morphology trait  which is the width of a sterile lemma .|Measured in the widest portion of the sterile lemma.Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0002721,http://purl.obolibrary.org/obo/TO_0002721,leaf sheath width,,A leaf sheath morphology trait  which is the width of the leaf sheath .|Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0002723,http://purl.obolibrary.org/obo/TO_0002723,leaf lamina margin pubescence,leaf blade margin pubescence (related)|LFLMPUBES (related),A leaf lamina margin morphology trait  which is the extent of pubescence  (presence of hairs) on a leaf lamina margin .|Refer to pubescent hair : A pilosity quality of being covered with short hairs or soft down.
TO:0002724,http://purl.obolibrary.org/obo/TO_0002724,leaf sheath color,LFSCL (related),"A leaf sheath morphology trait  which is the color of the leaf sheath .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0002720,http://purl.obolibrary.org/obo/TO_0002720,leaf lamina width,leaf blade width (related)|LFLWD (exact),A leaf lamina morphology trait  which is the width of the leaf lamina .|Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite. in centimeters
TO:0002726,http://purl.obolibrary.org/obo/TO_0002726,sterile lemma shape,STLEMSHP (related),"A lemma morphology trait  which is the shape of a sterile lemma .|Refer to shape : A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
TO:0002722,http://purl.obolibrary.org/obo/TO_0002722,leaf pubescence,,A leaf morphology trait  which is the presence of leaf trichomes ; hairs) on a leaf .|Refer to pubescent hair : A pilosity quality of being covered with short hairs or soft down.
TO:0000136,http://purl.obolibrary.org/obo/TO_0000136,leaf relative water content,RELWCN (related)|rec (related)|leaf relative water content (related),Leaf relative water content is determined at midday (12.00 noon).
TO:0000133,http://purl.obolibrary.org/obo/TO_0000133,OBSOLETE stature or vigor trait,,OBSOLETE: A subjective assessment of the plant in similar site and growing conditions (often unfavorable conditions) based upon a specific facet of growth.
TO:0000139,http://purl.obolibrary.org/obo/TO_0000139,TO_0000139,,
TO:0000132,http://purl.obolibrary.org/obo/TO_0000132,basal internode diameter,BAINDIA (related)|DBI (related),Actual measurements in millimeters from the outer diameter of the stem at the basal portion of the main stem.
TO:0000138,http://purl.obolibrary.org/obo/TO_0000138,brown rice protein content,Prt (related)|BRWRPROT (related)|BrP (related),A grain protein content  which is the amount of protein  in a brown rice grain (caryopsis fruit; .
TO:0000131,http://purl.obolibrary.org/obo/TO_0000131,leaf water potential,LFWP (related)|lwp (related),Water potential of a leaf.
TO:0000134,http://purl.obolibrary.org/obo/TO_0000134,alkali digestion,ALKDIG (related)|AlkD (related),"Is an indirect measure of gelatinization temperature. Observed by placing six milled-rice kernels in 10ml 1.7% KOH in a shallow container and arrange them so that they do not touch. Let them stand for 23hrs at 30degC temperature and score for spreading. Measure for Alkali digestion is inversely proportional to the gelatinization temperature, e.g. if alkali digestion is low, the gelatinization temperature is high."
TO:0000137,http://purl.obolibrary.org/obo/TO_0000137,days to heading,DTHD (related)|heading date (related),Number of days required for the inflorescence (head/cob/panicle) to emerge from the flag leaf of a plant or a group of plants in a study.|Often determined when the 50% length of the inflorescence has emerged as compared to its full length. Number of days is calculated from either the day of sowing of seeds or from the day of transplanting the seedlings (in case of rice) depending on type of study.
TO:0000130,http://purl.obolibrary.org/obo/TO_0000130,far red light sensitivity,FRLTSN (related)|Pfr light sensitivity (related),Sensitivity to the far red light content in the growth environment.
TO:0000135,http://purl.obolibrary.org/obo/TO_0000135,leaf length,LFLG (related)|LL (related)|lfln (related),"A leaf morphology trait  which is the length of a leaf .|Actual measurements, in centimeters of the leaf. Refers to length : A 1-D extent quality which is equal to the distance between two points. In maize, this is measured in centimeters. If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000750,http://purl.obolibrary.org/obo/TO_0000750,seedling cotyledon color,,A seedling cotyledon morphology trait  which is the color of a seedling cotyledon .
TO:0000758,http://purl.obolibrary.org/obo/TO_0000758,mesocotyl morphology trait,,A stem internode morphology trait  which is a quality of a mesocotyl .
TO:0000751,http://purl.obolibrary.org/obo/TO_0000751,seedling cotyledon number,,A seedling cotyledon morphology trait  which is the number of seedling cotyledons .
TO:0000755,http://purl.obolibrary.org/obo/TO_0000755,shoot axis internode morphology trait,,A cardinal organ part morphology trait  which is a quality of a shoot axis internode .
TO:0000759,http://purl.obolibrary.org/obo/TO_0000759,seedling hypocotyl color,,A seedling hypocotyl morphology trait  which is the color of a seedling hypocotyl .|The color of a seedling hypocotyl  during the hypocotyl emergence stage .
TO:0000752,http://purl.obolibrary.org/obo/TO_0000752,seedling cotyledon size,,A seedling cotyledon morphology trait  which is the size of a seedling cotyledon .
TO:0000754,http://purl.obolibrary.org/obo/TO_0000754,cardinal organ part morphology trait,,A cardinal organ part of a multi-tissue plant structure morphology trait  which is a quality of a cardinal organ part .
TO:0000753,http://purl.obolibrary.org/obo/TO_0000753,coleoptile morphology trait,,A plant organ morphology trait  which is a quality of a coleoptile .
TO:0000757,http://purl.obolibrary.org/obo/TO_0000757,hypocotyl morphology trait,,A stem internode morphology trait  which is a quality of a hypocotyl .
TO:0000756,http://purl.obolibrary.org/obo/TO_0000756,stem internode morphology trait,,A shoot axis internode morphology trait  which is a quality of a stem internode .
TO:0000253,http://purl.obolibrary.org/obo/TO_0000253,seed dormancy,SDDOR (related),
TO:0000259,http://purl.obolibrary.org/obo/TO_0000259,heat tolerance,HTol (related),"Tolerance to warm temperatures if plant is exposed to above than permissive temperature limits. Observe differences in vigor along with subtle changes in leaf color. The optimum time to make observations would be the seedling, tillering (sensu Poaceae), flowering and mature stages. Mainly scored in terms of spikelet fertility in grasses."
TO:0000257,http://purl.obolibrary.org/obo/TO_0000257,root branching,RTBR (related)|rbr (related),The extent of the root branching as determined under variable treatments and environments.
TO:0000258,http://purl.obolibrary.org/obo/TO_0000258,leaf thickness,,"A leaf morphology trait  which is the thickness of a leaf .|Refers to thickness  A 1-D extent quality which is equal to the dimension through an object as opposed to its length or width. If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000251,http://purl.obolibrary.org/obo/TO_0000251,secondary macronutrient sensitivity,,A macronutrient sensitivity  response shown by the plant either grown in an excess or deficient amount of the secondary macronutrient in the growth medium.
TO:0000252,http://purl.obolibrary.org/obo/TO_0000252,non-mineral nutrient sensitivity,,Sensitivity response shown by the plant grown in either the excess or deficient amount of the non-mineral nutrients in the growth medium. These nutrients are found in the air and water.
TO:0000256,http://purl.obolibrary.org/obo/TO_0000256,OBSOLETE genetic trait,,OBSOLETE. A genetic trait is a distinguishable feature or a characteristic or a quality of character or a phenotypic feature of a developing or developed individual that is linked to a physical or genetic marker
TO:0000250,http://purl.obolibrary.org/obo/TO_0000250,plant vigor trait,plant vigour trait (exact),"A plant trait  which is a measure of the active and/or healthy growth and development of a plant stucture  or a population of plants.|Plants vigor traits include those of a whole plant 1; inclucluding a seedling), or parts of the plant such as a seed , or of explants such as anthers  or cuttings."
TO:0000254,http://purl.obolibrary.org/obo/TO_0000254,growth media pH sensitivity,soil pH stress (related),"A growth media composition sensitivity  which is the response of the plant to the pH of the growth media (soil/culture media), whether it be acidic or alkaline."
TO:0000255,http://purl.obolibrary.org/obo/TO_0000255,sheath blight disease resistance,SHBTRS (related)|ShB (related),"Causal agent: Rhizoctonia solani. Symptom: Grayish-green lesions may enlarge and coalesce with other lesions, mostly on lower leaf sheaths, but occasionally on the leaves."
TO:0020052,http://purl.obolibrary.org/obo/TO_0020052,barley spot blotch disease resistance,spot blotch (exact),"A fungal disease resistance  that is involved in the response to barley spot blotch disease. Causal agent: Cochliobolus sativus (Bipolaris sorokiniana).|Symptoms include, uniform chocolate brown lesions that eventually merge forming irregular necrotic patches on leaves. Lesions may be surrounded by yellow zones of varying width."
TO:0020055,http://purl.obolibrary.org/obo/TO_0020055,wheat stripe rust disease resistance,yellow rust (broad),"Causal agent: Puccinia striiformis f. sp. tritici.|Symptoms: pustules (spore masses) containing yellow to orange-yellow urediniospores form narrow stripes on leaves, leaf sheaths and glumes."
TO:0020059,http://purl.obolibrary.org/obo/TO_0020059,wheat common root rot resistance,,"Causal agents: Cochliobolus sativus (Bipolaris sorokiniana).|Symptoms: browning of the root, crown and basal culm tissues.  Plants may lodge. White spikes can appear."
TO:0020057,http://purl.obolibrary.org/obo/TO_0020057,wheat leaf rust disease resistance,brown rust (broad),Causal agent: Puccinia recondita f. sp. tritici.|Symptoms: circular to slightly elliptical pustules containing masses of orange to orange-brown urediniospores on the leaf surfaces and leaf sheaths.
TO:0020051,http://purl.obolibrary.org/obo/TO_0020051,barley leaf scald disease resistance,scald (exact),"Causal agent: Rhynchosporium secalis.|Symptoms include, oval, water-soaked, blue-grey spots (1.0-1.5 cm long) developing into lesions with dry necrotic centers and dark brown margins. Lesions will coalesce under high infection levels and are not delimited by veins."
TO:0020056,http://purl.obolibrary.org/obo/TO_0020056,barley leaf rust disease resistance,brown rust (broad),Causal agent: Puccinia hordei.|Symptoms: small round orange brown pustules producing a mass of orange-brown urediniospores on the upper leaf surfaces and leaf sheaths.
TO:0020053,http://purl.obolibrary.org/obo/TO_0020053,wheat spot blotch disease resistance,Helminthosporium leaf blotch (exact),"A fungal disease resistance  that is involved in the response to wheat spot blotch disease. Causal agent: Cochliobolus sativus (Bipolaris sorokiniana).|Symptoms include, elongated to oval shaped dark brown lesions. Centers often lighten to dark brown or tan surrounded by an irregular dark brown ring."
TO:0020054,http://purl.obolibrary.org/obo/TO_0020054,barley stripe rust disease resistance,yellow rust (exact)|BSR (exact),"Causal agent: Puccinia striiformis f. sp. hordei.|Symptoms: chlorotic flecks at the infection site initially appear, followed by yellow uredinia (spore masses) in prominent stripes along the leaf veins. Black telia (overseasoning structures) readily develop from uredinia as infected plants mature."
TO:0020058,http://purl.obolibrary.org/obo/TO_0020058,barley common root rot resistance,crown rot (broad),"Causal agents: Cochliobolus sativus (Bipolaris sorokiniana), Fusarium culmorum and Fusarium pseudograminearum.|Symptoms: brown lesions on the roots, especially the subcrown internode. Under severe conditions, lesions can become nearly black with brown tissue extending into the crown and leaf sheaths. Stunted plants with reduced tillering and yield. Heads can be white with fewer kernels that are small and shriveled."
TO:0002736,http://purl.obolibrary.org/obo/TO_0002736,flower number trait,,An inflorescence morphology trait (TO:0000582 ) which is the number of flowers .
TO:0002733,http://purl.obolibrary.org/obo/TO_0002733,flag leaf angle: late stage,FLFAGLATE (related)|flag leaf attitude: late stage (related),In grasses the flag leaf angle is measured near the collar as the angle of attachment between the flag leaf blade and the main inflorescence axis in grass plants. Observed at maturity stage.
TO:0002730,http://purl.obolibrary.org/obo/TO_0002730,grain shape,DHULGRSHP (related)|dehulled grain shape (related)|GRSHP (related),"A caryopsis fruit morphology trait  which is the shape of a grain (caryopsis fruit; .|Refer to shape : A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc)."
TO:0002734,http://purl.obolibrary.org/obo/TO_0002734,awn presence,AWNPLU (related),An awn morphology trait  which is the presence or absence of an awn . Observation may include relative awn size.|Refer to presence value .
